Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides puf3a	Peptides puf3b	Peptides puf3c	Peptides puf3d	Peptides puf3e	Peptides wta	Peptides wtb	Peptides wtc	Peptides wtd	Peptides wte	Razor + unique peptides puf3a	Razor + unique peptides puf3b	Razor + unique peptides puf3c	Razor + unique peptides puf3d	Razor + unique peptides puf3e	Razor + unique peptides wta	Razor + unique peptides wtb	Razor + unique peptides wtc	Razor + unique peptides wtd	Razor + unique peptides wte	Unique peptides puf3a	Unique peptides puf3b	Unique peptides puf3c	Unique peptides puf3d	Unique peptides puf3e	Unique peptides wta	Unique peptides wtb	Unique peptides wtc	Unique peptides wtd	Unique peptides wte	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Experiment puf3a	Experiment puf3b	Experiment puf3c	Experiment puf3d	Experiment puf3e	Experiment wta	Experiment wtb	Experiment wtc	Experiment wtd	Experiment wte	PEP	Sequence coverage puf3a [%]	Sequence coverage puf3b [%]	Sequence coverage puf3c [%]	Sequence coverage puf3d [%]	Sequence coverage puf3e [%]	Sequence coverage wta [%]	Sequence coverage wtb [%]	Sequence coverage wtc [%]	Sequence coverage wtd [%]	Sequence coverage wte [%]	Intensity	Intensity puf3a	Intensity puf3b	Intensity puf3c	Intensity puf3d	Intensity puf3e	Intensity wta	Intensity wtb	Intensity wtc	Intensity wtd	Intensity wte	LFQ intensity puf3a	LFQ intensity puf3b	LFQ intensity puf3c	LFQ intensity puf3d	LFQ intensity puf3e	LFQ intensity wta	LFQ intensity wtb	LFQ intensity wtc	LFQ intensity wtd	LFQ intensity wte	MS/MS Count puf3a	MS/MS Count puf3b	MS/MS Count puf3c	MS/MS Count puf3d	MS/MS Count puf3e	MS/MS Count wta	MS/MS Count wtb	MS/MS Count wtc	MS/MS Count wtd	MS/MS Count wte	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
YDR016C	YDR016C	2	2	2	>YDR016C DAD1 SGDID:S000002423, Chr IV from 478758-478474, Genome Release 64-1-1, reverse complement, Verified ORF, Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding 	1	2	2	2	1	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	37.2	37.2	37.2	10.516	94	94	4.2	1		1		2		1				1		1		2		1				1.1856E-11	26.6	0	26.6	0	37.2	0	26.6	0	0	0	16991000	3677300	0	3453400	0	7382400	0	2478000	0	0	0	0	0	0	0	5441400	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0				346	2086;10962	True;True	2117;11123	12753;66782;66783;66784;66785	14449;76005;76006;76007;76008	14449;76006		
YDR017C	YDR017C	2	2	2	>YDR017C KCS1 SGDID:S000002424, Chr IV from 482267-479115, Genome Release 64-1-1, reverse complement, Verified ORF, Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; generation of high energy inositol pyrophosphates by Kcs1p is 	1	2	2	2	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	0	1	1	2	1	1	1	1	1	0	0	1	1	2	1.7	1.7	1.7	119.55	1050	1050	5.78	1	1	1	1	1			1	1	2	1	1	1	1	1			1	1	2	0.00024578	1	0.8	1	1	1	0	0	1	1	1.7	17947000	1939500	1969100	1970900	2013400	2581800	0	0	1465100	2288700	3718700	0	0	0	0	0	0	0	0	0	4198900	1	1	1	1	1	0	0	1	1	2				347	11366;11987	True;True	11536;12170	69483;69484;69485;69486;69487;69488;69489;73706;73707	79141;79142;79143;79144;79145;79146;79147;83963;83964	79143;83963		
YDR019C	YDR019C	4	4	4	>YDR019C GCV1 SGDID:S000002426, Chr IV from 485365-484163, Genome Release 64-1-1, reverse complement, Verified ORF, T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is r	1	4	4	4	1	2	1	2	2	3	2	2	4	1	1	2	1	2	2	3	2	2	4	1	1	2	1	2	2	3	2	2	4	1	15	15	15	44.468	400	400	6	1	2	1	2	2	3	2	2	4	1	1	2	1	2	2	3	2	2	4	1	2.3077E-09	8.5	10.2	8.5	10.2	10.2	13	10.2	10.2	15	8.5	66534000	3933900	6788300	3572700	7773800	9763100	10559000	5785400	5953200	8567000	3837200	0	8297900	0	8786700	8299800	10930000	8424800	8994600	8898100	0	1	2	1	2	2	3	2	2	4	1				348	434;2306;4670;5041	True;True;True;True	441;2338;4724;5097	3018;3019;14030;14031;14032;14033;14034;14035;14036;28319;28320;28321;28322;28323;28324;28325;28326;28327;28328;30921	3382;3383;15878;15879;15880;15881;15882;15883;15884;32100;32101;32102;32103;32104;32105;32106;32107;32108;32109;35235	3382;15884;32101;35235		
YDR021W	YDR021W	2	2	2	>YDR021W FAL1 SGDID:S000002428, Chr IV from 486804-488003, Genome Release 64-1-1, Verified ORF, Nucleolar protein required for maturation of 18S rRNA, member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases	1	2	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	5.3	5.3	5.3	45.213	399	399	8							1	1	1								1	1	1		4.7357E-05	0	0	0	0	0	0	2.8	2.5	2.8	0	10404000	0	0	0	0	0	0	3716800	3695100	2992500	0	0	0	0	0	0	0	0	0	4290800	0	0	0	0	0	0	0	1	1	1	0				349	2274;11866	True;True	2306;12047	13868;13869;72976	15707;15708;83087	15707;83087		
YDR023W	YDR023W	25	25	25	>YDR023W SES1 SGDID:S000002430, Chr IV from 489508-490896, Genome Release 64-1-1, Verified ORF, Cytosolic seryl-tRNA synthetase, class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances	1	25	25	25	16	14	19	17	19	16	17	14	16	17	16	14	19	17	19	16	17	14	16	17	16	14	19	17	19	16	17	14	16	17	65.4	65.4	65.4	53.309	462	462	5.5	20	19	23	20	23	19	20	17	20	23	20	19	23	20	23	19	20	17	20	23	0	41.8	38.1	47.4	43.9	47.6	41.8	42.9	36.6	42	48.7	9441500000	971970000	991800000	1060000000	795700000	1383500000	878950000	825260000	785680000	842750000	905910000	936740000	1092400000	1132000000	969470000	1039500000	992140000	967730000	940630000	984910000	1049500000	21	20	24	21	25	21	21	20	20	25				350	453;1199;1945;2379;3619;4126;4636;5407;6010;6018;6032;6217;6222;7714;7728;7865;8146;8544;10392;10501;11108;11338;11613;12753;12987	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	462;1219;1972;2414;3661;4173;4690;5467;6077;6085;6099;6288;6293;7815;7831;7832;7981;8268;8672;10541;10653;11274;11508;11789;12949;13185	3144;7949;7950;7951;7952;7953;7954;7955;7956;12090;12091;12092;12093;14400;14401;14402;14403;14404;14405;14406;14407;14408;14409;14410;14411;14412;14413;21789;21790;21791;24919;24920;24921;28064;28065;28066;28067;28068;28069;33359;33360;33361;33362;33363;33364;33365;33366;33367;33368;33369;33370;33371;33372;33373;33374;33375;37045;37046;37047;37048;37049;37050;37051;37052;37053;37054;37055;37056;37057;37058;37108;37109;37110;37111;37112;37113;37114;37115;37116;37117;37118;37119;37120;37121;37122;37123;37124;37163;37164;37165;37166;38326;38327;38328;38329;38330;38348;38349;47719;47720;47721;47722;47723;47724;47725;47726;47727;47728;47825;47826;47827;47828;47829;47830;47831;47832;47833;47834;47835;47836;48593;48594;48595;48596;48597;48598;48599;48600;48601;48602;48603;48604;50165;50166;52459;62951;62952;62953;62954;62955;62956;62957;62958;62959;62960;63640;63641;63642;63643;63644;63645;63646;63647;63648;63649;67734;67735;67736;67737;67738;67739;67740;67741;69262;71225;71226;71227;71228;71229;71230;71231;71232;71233;71234;78857;78858;78859;78860;78861;78862;78863;78864;78865;78866;78867;78868;78869;78870;80164;80165;80166;80167;80168;80169;80170;80171;80172;80173;80174;80175;80176;80177;80178;80179	3508;9095;9096;9097;9098;9099;9100;9101;9102;13682;13683;13684;13685;16274;16275;16276;16277;16278;16279;16280;16281;16282;16283;16284;16285;16286;16287;16288;24669;24670;24671;28258;28259;28260;31761;31762;31763;31764;31765;31766;38100;38101;38102;38103;38104;38105;38106;38107;38108;38109;38110;38111;38112;38113;38114;38115;38116;38117;38118;38119;38120;38121;42170;42171;42172;42173;42174;42175;42176;42177;42178;42179;42180;42181;42182;42183;42233;42234;42235;42236;42237;42238;42239;42240;42241;42242;42243;42244;42245;42246;42247;42248;42249;42288;42289;42290;42291;43545;43546;43547;43548;43549;43567;43568;54258;54259;54260;54261;54262;54263;54264;54265;54266;54267;54370;54371;54372;54373;54374;54375;54376;54377;54378;54379;54380;54381;55199;55200;55201;55202;55203;55204;55205;55206;55207;55208;55209;55210;56944;56945;59529;71245;71246;71247;71248;71249;71250;71251;71252;71253;71254;72089;72090;72091;72092;72093;72094;72095;72096;72097;72098;72099;72100;72101;72102;77118;77119;77120;77121;77122;77123;77124;77125;78900;81083;81084;81085;81086;81087;81088;81089;81090;81091;81092;81093;81094;81095;81096;81097;81098;89926;89927;89928;89929;89930;89931;89932;89933;89934;89935;89936;89937;89938;89939;91357;91358;91359;91360;91361;91362;91363;91364;91365;91366;91367;91368;91369;91370;91371;91372	3508;9101;13684;16278;24670;28258;31765;38118;42183;42237;42288;43549;43567;54266;54380;55206;56944;59529;71249;72094;77122;78900;81097;89938;91371	39	1
YDR028C	YDR028C	9	9	9	>YDR028C REG1 SGDID:S000002435, Chr IV from 500879-497835, Genome Release 64-1-1, reverse complement, Verified ORF, Regulatory subunit of type 1 protein phosphatase Glc7p, involved in negative regulation of glucose-repressible genes	1	9	9	9	4	2	3	1	1	3	1	1	1	3	4	2	3	1	1	3	1	1	1	3	4	2	3	1	1	3	1	1	1	3	12.4	12.4	12.4	112.61	1014	1014	4.86	4	2	3	2	1	3	1	1	1	3	4	2	3	2	1	3	1	1	1	3	1.9811E-26	5.7	3.4	5.5	1.2	1.2	4.1	2.3	1.2	2.3	3.7	83880000	12426000	7327400	30331000	1047600	554540	21243000	4173100	250370	2437300	4089200	12426000	0	0	0	0	0	0	0	0	0	4	2	3	1	1	3	1	1	1	2				351	3555;3986;5604;8490;9235;9553;9594;10254;11313	True;True;True;True;True;True;True;True;True	3597;4030;5667;8618;9368;9692;9733;10401;11483	21396;21397;21398;21399;21400;21401;23932;34743;52093;52094;56110;57827;57828;57829;57830;57831;58059;62138;62139;69120;69121	24263;24264;24265;24266;24267;24268;27065;39664;59071;59072;63489;65384;65385;65386;65387;65388;65639;70321;70322;78748;78749	24266;27065;39664;59071;63489;65386;65639;70321;78749		
YDR032C	YDR032C	3	3	3	>YDR032C PST2 SGDID:S000002439, Chr IV from 504695-504099, Genome Release 64-1-1, reverse complement, Verified ORF, Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the au	1	3	3	3	1	2	2	2	3	2	0	0	1	0	1	2	2	2	3	2	0	0	1	0	1	2	2	2	3	2	0	0	1	0	34.8	34.8	34.8	20.965	198	198	4.29	1	2	2	2	4	2			1		1	2	2	2	4	2			1		4.4631E-79	12.1	19.7	19.7	19.7	34.8	27.3	0	0	12.1	0	88338000	3018700	25658000	22510000	16434000	8713400	5756200	0	0	6246800	0	0	0	17967000	17773000	0	0	0	0	0	0	1	2	2	2	3	2	0	0	1	0				352	3666;8486;9975	True;True;True	3708;8614;10121	22010;22011;22012;22013;22014;22015;22016;22017;52069;52070;60367;60368;60369;60370	24926;24927;24928;24929;24930;24931;24932;24933;59046;59047;68241;68242;68243;68244	24930;59047;68244		
YDR035W	YDR035W	9	8	8	>YDR035W ARO3 SGDID:S000002442, Chr IV from 521816-522928, Genome Release 64-1-1, Verified ORF, 3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylal	1	9	8	8	4	2	4	5	4	5	4	4	4	5	3	2	4	4	4	4	3	4	4	4	3	2	4	4	4	4	3	4	4	4	27.8	25.9	25.9	41.069	370	370	5.64	4	3	5	5	5	5	4	5	4	5	4	3	5	5	5	5	4	5	4	5	9.7441E-68	14.1	8.9	15.4	18.4	14.9	18.4	15.1	14.9	16.5	18.6	620260000	53081000	60796000	53530000	90009000	83417000	59087000	53404000	55783000	42934000	68214000	61500000	67126000	47442000	85220000	66769000	73247000	63503000	65143000	60628000	73896000	6	5	7	7	7	7	6	7	6	5				353	79;1006;1700;1701;2272;3752;4116;5044;8045	True;False;True;True;True;True;True;True;True	79;1025;1725;1726;2304;3794;4163;5100;8166	572;6877;6878;6879;6880;6881;10756;10757;10758;13848;13849;13850;13851;13852;13853;13854;13855;13856;13857;22557;22558;22559;22560;22561;24860;24861;24862;24863;24864;24865;24866;24867;24868;24869;24870;24871;24872;24873;24874;24875;24876;24877;24878;30938;30939;30940;30941;30942;49659;49660	660;7922;7923;7924;7925;7926;12148;12149;12150;15678;15679;15680;15681;15682;15683;15684;15685;15686;15687;15688;15689;15690;15691;15692;15693;15694;15695;15696;25556;25557;25558;25559;25560;28190;28191;28192;28193;28194;28195;28196;28197;28198;28199;28200;28201;28202;28203;28204;28205;28206;28207;28208;28209;28210;28211;28212;28213;28214;28215;28216;28217;35252;35253;35254;35255;35256;56430;56431	660;7923;12148;12150;15678;25558;28192;35252;56430		
YDR036C	YDR036C	6	6	6	>YDR036C EHD3 SGDID:S000002443, Chr IV from 524713-523211, Genome Release 64-1-1, reverse complement, Verified ORF, 3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified 	1	6	6	6	1	2	2	1	5	2	0	0	0	3	1	2	2	1	5	2	0	0	0	3	1	2	2	1	5	2	0	0	0	3	11.4	11.4	11.4	56.288	500	500	4.94	1	3	2	1	5	2				3	1	3	2	1	5	2				3	3.4854E-17	3	4.6	4	3	9.4	4.4	0	0	0	6.6	92283000	5591500	18747000	12894000	4210800	35680000	2818400	0	0	0	12341000	0	23459000	0	0	20626000	0	0	0	0	14905000	1	3	2	1	5	2	0	0	0	3				354	188;6470;9358;9981;12069;12894	True;True;True;True;True;True	191;6545;9495;10127;12252;13091	1325;39925;39926;39927;56782;60385;60386;60387;74483;74484;79655;79656;79657;79658;79659;79660;79661	1579;45422;45423;45424;64192;68259;68260;68261;84911;84912;90777;90778;90779;90780;90781;90782;90783	1579;45422;64192;68259;84911;90779		
YDR037W	YDR037W	24	24	24	>YDR037W KRS1 SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-1-1, Verified ORF, Lysyl-tRNA synthetase	1	24	24	24	15	17	14	15	16	15	15	17	15	17	15	17	14	15	16	15	15	17	15	17	15	17	14	15	16	15	15	17	15	17	44	44	44	67.958	591	591	5.54	21	22	22	18	23	19	20	24	20	23	21	22	22	18	23	19	20	24	20	23	0	31	34	30.3	29.4	31.8	31	32.3	34.2	32.3	35	8856900000	829460000	912280000	1083900000	1063100000	1027200000	668460000	742440000	930280000	735180000	864530000	859650000	1077800000	935560000	1091500000	823540000	817730000	832380000	974140000	981080000	1113800000	24	25	25	20	28	25	25	27	22	26				355	3;749;2163;2226;2295;2685;2913;3003;3190;3191;3485;4473;5028;5083;5666;5670;5914;5924;8858;10562;10738;12097;12729;12779	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3;766;2194;2258;2327;2722;2953;3043;3230;3231;3526;4526;5083;5141;5729;5733;5980;5990;8990;10715;10895;12281;12925;12975	7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;5095;5096;13241;13242;13243;13244;13245;13246;13247;13248;13249;13250;13251;13252;13587;13588;13589;13590;13591;13592;13593;13594;13595;13979;13980;13981;13982;13983;13984;13985;13986;13987;13988;13989;13990;13991;13992;13993;16128;16129;16130;16131;16132;16133;16134;16135;16136;16137;16138;16139;16140;17745;17746;17747;18202;18203;18204;18205;18206;18207;18208;18209;18210;18211;18212;18213;18214;18215;18216;18217;18218;18219;19191;19192;19193;19194;19195;19196;19197;19198;19199;19200;19201;19202;19203;19204;19205;19206;19207;19208;19209;19210;19211;19212;20950;20951;20952;20953;20954;20955;20956;20957;20958;27022;27023;27024;27025;27026;27027;27028;27029;27030;30821;30822;30823;30824;30825;30826;30827;30828;30829;30830;30831;30832;30833;30834;30835;30836;30837;30838;30839;30840;31221;31222;31223;31224;31225;31226;31227;31228;31229;35087;35088;35089;35090;35091;35104;35105;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;36462;36463;36464;36514;54026;54027;54028;54029;54030;64210;64211;64212;64213;64214;64215;64216;64217;65433;65434;65435;65436;65437;74626;74627;78721;78722;78723;78724;78725;78726;78727;79020;79021;79022;79023;79024;79025;79026	7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;5812;5813;14996;14997;14998;14999;15000;15001;15002;15003;15004;15005;15006;15007;15008;15009;15010;15382;15383;15384;15385;15386;15387;15388;15389;15390;15827;15828;15829;15830;15831;15832;15833;15834;15835;15836;15837;15838;15839;15840;15841;18141;18142;18143;18144;18145;18146;18147;18148;18149;18150;18151;18152;18153;20121;20122;20123;20590;20591;20592;20593;20594;20595;20596;20597;20598;20599;20600;20601;20602;20603;20604;20605;20606;20607;21678;21679;21680;21681;21682;21683;21684;21685;21686;21687;21688;21689;21690;21691;21692;21693;21694;21695;21696;21697;21698;21699;21700;21701;21702;21703;21704;21705;21706;21707;21708;21709;21710;21711;21712;21713;21714;21715;21716;21717;21718;23698;23699;23700;23701;23702;23703;23704;23705;23706;30602;30603;30604;30605;30606;30607;30608;30609;30610;35103;35104;35105;35106;35107;35108;35109;35110;35111;35112;35113;35114;35115;35116;35117;35118;35119;35120;35121;35122;35123;35124;35125;35126;35127;35128;35129;35130;35131;35132;35133;35134;35135;35562;35563;35564;35565;35566;35567;35568;35569;35570;40050;40051;40052;40053;40054;40067;40068;41529;41530;41531;41532;41533;41534;41535;41536;41537;41538;41539;41540;41541;41592;61239;61240;61241;61242;61243;72928;72929;72930;72931;72932;72933;72934;72935;74459;74460;74461;74462;74463;85060;85061;89776;89777;89778;89779;89780;89781;89782;89783;90116;90117;90118;90119;90120;90121;90122	14;5813;14998;15384;15837;18144;20122;20590;21681;21717;23698;30610;35135;35567;40054;40068;41533;41592;61243;72932;74459;85060;89779;90121		
YDR041W	YDR041W	1	1	1	>YDR041W RSM10 SGDID:S000002448, Chr IV from 539803-540414, Genome Release 64-1-1, Verified ORF, Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosoma	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	5.4	5.4	5.4	23.424	203	203	3.67		1		1	1							1		1	1						9.3725E-07	0	5.4	0	5.4	5.4	0	0	0	0	0	8612700	0	3062200	0	2499500	3050900	0	0	0	0	0	0	0	0	0	2248800	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0				356	11843	True	12024	72789;72790;72791	82845;82846;82847	82846		
YDR044W	YDR044W	4	4	4	>YDR044W HEM13 SGDID:S000002451, Chr IV from 546642-547628, Genome Release 64-1-1, Verified ORF, Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; transcription is repressed by oxyge	1	4	4	4	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	2	3	1	1	2	12.5	12.5	12.5	37.711	328	328	5.73	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	2	3	1	1	2	1.9853E-10	5.8	4	2.7	4	2.7	5.5	9.8	4	2.7	6.7	58048000	8661400	3802100	3016300	2521100	10842000	5495700	7063900	3334300	3673800	9637600	9925800	0	0	0	0	0	7919000	0	0	0	2	1	1	1	1	2	3	1	1	2				357	1159;2029;6775;10700	True;True;True;True	1179;2059;6852;10854	7701;7702;7703;7704;7705;12457;12458;12459;12460;12461;41863;41864;41865;65034;65035	8825;8826;8827;8828;8829;14080;14081;14082;14083;14084;47602;47603;47604;73887;73888	8828;14080;47602;73888		
YDR047W	YDR047W	3	3	3	>YDR047W HEM12 SGDID:S000002454, Chr IV from 551860-552948, Genome Release 64-1-1, Verified ORF, Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phe	1	3	3	3	0	3	1	1	1	0	0	0	0	2	0	3	1	1	1	0	0	0	0	2	0	3	1	1	1	0	0	0	0	2	8.3	8.3	8.3	41.349	362	362	4.75		3	1	1	1					2		3	1	1	1					2	1.4537E-11	0	8.3	2.5	5.8	5.8	0	0	0	0	8.3	23399000	0	10131000	1793900	3221400	2983700	0	0	0	0	5268800	0	7318400	0	0	0	0	0	0	0	8766700	0	3	1	1	1	0	0	0	0	2				358	3865;8309;12810	True;True;True	3909;8434;13006	23181;23182;23183;23184;50991;79176;79177;79178	26244;26245;26246;26247;57806;90278;90279;90280	26246;57806;90278		
YDR049W	YDR049W	1	1	1	>YDR049W VMS1 SGDID:S000002456, Chr IV from 553254-555152, Genome Release 64-1-1, Verified ORF, Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and cont	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.6	1.6	1.6	72.733	632	632	2		1										1									0.00080185	0	1.6	0	0	0	0	0	0	0	0	5011200	0	5011200	0	0	0	0	0	0	0	0	0	5013600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				359	4689	True	4743	28419	32209	32209		
YDR050C	YDR050C	15	15	15	>YDR050C TPI1 SGDID:S000002457, Chr IV from 556472-555726, Genome Release 64-1-1, reverse complement, Verified ORF, Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by ac	1	15	15	15	13	11	10	11	10	12	11	10	12	11	13	11	10	11	10	12	11	10	12	11	13	11	10	11	10	12	11	10	12	11	70.6	70.6	70.6	26.795	248	248	5.5	22	20	20	20	20	18	18	20	21	22	22	20	20	20	20	18	18	20	21	22	0	58.5	52.8	53.2	64.1	53.2	58.1	55.6	56	56.5	64.1	28146000000	3013400000	3068600000	3208200000	2783400000	3486700000	2219300000	2322700000	2697200000	2402700000	2943400000	2668600000	3200100000	2667600000	2853200000	2482500000	2894700000	2890500000	3405600000	3259100000	3798000000	25	23	26	29	27	21	27	22	26	23				360	130;767;768;1439;2788;2789;5036;5854;7025;8835;9158;10407;10637;10865;12511	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	131;784;785;1460;2825;2826;5091;5919;7108;8967;9291;10556;10790;11024;12705	879;880;881;882;883;884;885;886;5209;5210;5211;5212;5213;5214;5215;5216;5217;5218;5219;5220;5221;5222;5223;5224;5225;5226;5227;5228;5229;5230;5231;5232;5233;5234;5235;5236;5237;5238;5239;5240;5241;5242;5243;5244;5245;9333;9334;9335;9336;9337;9338;9339;9340;9341;9342;9343;16929;16930;16931;16932;16933;16934;16935;16936;16937;16938;16939;16940;16941;16942;16943;16944;16945;16946;16947;16948;16949;30871;30872;30873;30874;30875;30876;30877;30878;30879;30880;30881;30882;30883;30884;30885;30886;30887;30888;30889;30890;30891;30892;30893;30894;30895;30896;36160;36161;36162;36163;36164;36165;36166;36167;36168;36169;36170;36171;36172;36173;36174;36175;36176;36177;36178;36179;36180;36181;36182;36183;36184;36185;36186;36187;36188;36189;36190;36191;36192;36193;36194;36195;36196;43430;43431;53921;53922;53923;53924;53925;53926;53927;53928;53929;53930;53931;55717;63042;63043;63044;63045;63046;63047;63048;63049;63050;63051;63052;63053;63054;63055;63056;63057;63058;63059;63060;63061;64598;64599;64600;64601;64602;64603;64604;66200;66201;66202;66203;66204;66205;66206;77455;77456;77457;77458;77459;77460;77461;77462;77463;77464;77465;77466;77467	994;995;996;997;998;999;1000;1001;1002;1003;5934;5935;5936;5937;5938;5939;5940;5941;5942;5943;5944;5945;5946;5947;5948;5949;5950;5951;5952;5953;5954;5955;5956;5957;5958;5959;5960;5961;5962;5963;5964;5965;5966;5967;5968;5969;5970;5971;5972;5973;5974;5975;5976;5977;5978;5979;5980;5981;5982;5983;5984;5985;5986;5987;5988;5989;5990;5991;5992;5993;5994;10583;10584;10585;10586;10587;10588;10589;10590;10591;10592;10593;10594;19109;19110;19111;19112;19113;19114;19115;19116;19117;19118;19119;19120;19121;19122;19123;19124;19125;19126;19127;19128;19129;19130;19131;35166;35167;35168;35169;35170;35171;35172;35173;35174;35175;35176;35177;35178;35179;35180;35181;35182;35183;35184;35185;35186;35187;35188;35189;35190;35191;35192;35193;35194;35195;35196;35197;35198;35199;35200;35201;35202;35203;35204;35205;35206;35207;35208;35209;35210;41187;41188;41189;41190;41191;41192;41193;41194;41195;41196;41197;41198;41199;41200;41201;41202;41203;41204;41205;41206;41207;41208;41209;41210;41211;41212;41213;41214;41215;41216;41217;41218;41219;41220;41221;41222;41223;41224;41225;41226;41227;41228;41229;41230;41231;41232;41233;41234;41235;41236;41237;41238;41239;41240;41241;41242;41243;41244;49332;49333;61130;61131;61132;61133;61134;61135;61136;61137;61138;61139;61140;63076;71364;71365;71366;71367;71368;71369;71370;71371;71372;71373;71374;71375;71376;71377;71378;71379;71380;71381;71382;71383;71384;71385;73337;73338;73339;73340;73341;73342;73343;75316;75317;75318;75319;75320;75321;75322;88365;88366;88367;88368;88369;88370;88371;88372;88373;88374;88375;88376;88377	996;5976;5994;10588;19113;19130;35195;41239;49332;61136;63076;71371;73340;75322;88367		
YDR051C	YDR051C	2	2	2	>YDR051C DET1 SGDID:S000002458, Chr IV from 558060-557056, Genome Release 64-1-1, reverse complement, Verified ORF, Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membran	1	2	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	2	2	11.4	11.4	11.4	39.172	334	334	5.5	2	2	1	2	1	1	2	1	2	2	2	2	1	2	1	1	2	1	2	2	7.1063E-12	11.4	11.4	4.5	11.4	4.5	4.5	11.4	4.5	11.4	11.4	62783000	6251000	9881700	6718500	8318000	7043100	3072900	4625200	5256500	5420500	6195700	7195600	10033000	0	5944000	0	0	5893500	0	9354000	6519300	2	2	1	2	1	1	2	1	2	2				361	3771;11892	True;True	3813;12073	22648;22649;22650;22651;22652;22653;73110;73111;73112;73113;73114;73115;73116;73117;73118;73119	25648;25649;25650;25651;25652;25653;83229;83230;83231;83232;83233;83234;83235;83236;83237;83238	25648;83233		
